"PROTEIN","FBgn","FBgn_mel","SYMBOL","Sec","Unique.peptides","LFQ.intensity.CAG_1A","LFQ.intensity.CAG_1B","LFQ.intensity.CAG_2_1","LFQ.intensity.CAG_2_2","LFQ.intensity.CAG_3","LFQ.intensity.CEB_1A","LFQ.intensity.CEB_1B","LFQ.intensity.CEB_2_1","LFQ.intensity.CEB_2_2","LFQ.intensity.CEB_3","LFQ.intensity.VAG_1A","LFQ.intensity.VAG_1B","LFQ.intensity.VAG_2_1","LFQ.intensity.VAG_2_2","LFQ.intensity.VAG_3","LFQ.intensity.VEB_1A","LFQ.intensity.VEB_1B","LFQ.intensity.VEB_2_1","LFQ.intensity.VEB_2_2","LFQ.intensity.VEB_3"
"maker-scaffold792-size56082-augustus-gene-0.24-mRNA-1","FBgn0197608","FBgn0038271","GJ10322",NA,13,80545000,87887000,94179000,93068000,76196000,148070000,156340000,107210000,107150000,85169000,89969000,92489000,90997000,92333000,80105000,104440000,107330000,98049000,91594000,76300000
"maker-scaffold797-size102870-snap-gene-0.55-mRNA-1","FBgn0201663","FBgn0010225","GJ14452","Sfp",22,22933000,8972100,11439000,5743700,10805000,160130000,210890000,213200000,226760000,161120000,2368900,2341800,20536000,8970700,6677600,120100000,124910000,158510000,185590000,168090000
"maker-scaffold799-size81065-snap-gene-0.12-mRNA-1","FBgn0207593","FBgn0015268","GJ20453",NA,10,30464000,29828000,35909000,41279000,44828000,27785000,27318000,30350000,31158000,55139000,28417000,28805000,56181000,44492000,50651000,27806000,24868000,43854000,41067000,40360000
"maker-scaffold799-size81065-snap-gene-0.15-mRNA-1","FBgn0209005","FBgn0034936","GJ21888",NA,2,0,0,0,0,0,4662900,3237800,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold799-size81065-snap-gene-0.18-mRNA-1","FBgn0209002","FBgn0261794","GJ21885",NA,4,0,0,0,0,0,7297400,6893700,8756000,7676500,6410300,0,0,0,0,0,7485700,8236900,6569200,7024700,6997600
"maker-scaffold79-size113372-augustus-gene-0.42-mRNA-1","FBgn0200397",NA,"-",NA,18,35236000,33468000,31118000,25879000,18509000,106850000,90913000,119040000,139150000,124750000,32963000,37624000,35383000,35154000,34199000,109560000,118960000,88122000,96420000,128790000
"maker-scaffold79-size113372-augustus-gene-0.49-mRNA-1","FBgn0013086","FBgn0001233","GJ13180",NA,22,301030000,292290000,282810000,299360000,268140000,321180000,313630000,333630000,394340000,345470000,268640000,254820000,272760000,279450000,239330000,343580000,355580000,351310000,327880000,376830000
"maker-scaffold79-size113372-augustus-gene-0.50-mRNA-1","FBgn0199450","FBgn0086348","GJ12199",NA,9,16260000,13916000,18592000,17882000,33880000,32049000,42352000,53506000,65397000,46601000,9231600,7077800,7305400,3811400,12798000,30933000,24203000,33419000,36677000,36440000
"maker-scaffold79-size113372-augustus-gene-0.54-mRNA-1","FBgn0199443","FBgn0036266","GJ12192",NA,3,0,0,0,0,0,19016000,16143000,16745000,18829000,24644000,10800000,12225000,11245000,13074000,0,0,20228000,17861000,0,19478000
"maker-scaffold803-size150050-snap-gene-0.40-mRNA-1","FBgn0201162","FBgn0036760","GJ13944",NA,5,0,0,0,0,0,8453700,9225100,13679000,13987000,13544000,0,0,5191500,0,0,6687100,8309500,11282000,10879000,13107000
"maker-scaffold808-size59659-augustus-gene-0.13-mRNA-1","FBgn0208647","FBgn0004580","GJ21527",NA,11,48380000,35026000,90774000,96388000,84396000,0,0,0,0,0,62006000,52025000,55193000,58661000,72772000,0,0,0,0,0
"maker-scaffold810-size72001-snap-gene-0.35-mRNA-1","FBgn0210285","FBgn0011745","GJ23183",NA,4,0,0,8172000,8366800,0,18310000,15572000,13305000,15194000,15162000,0,0,0,0,0,12118000,19181000,18404000,16866000,16292000
"maker-scaffold81-size59853-augustus-gene-0.9-mRNA-1","FBgn0209297",NA,"-",NA,2,0,0,0,0,0,0,0,0,0,0,0,3775000,0,0,0,0,0,0,0,0
"maker-scaffold827-size23652-augustus-gene-0.3-mRNA-1",NA,NA,NA,NA,10,40241000,40052000,36183000,37317000,34939000,41541000,42142000,33574000,39534000,32888000,44966000,45335000,33677000,33783000,30169000,40394000,41086000,38013000,34436000,43223000
"maker-scaffold835-size105273-augustus-gene-0.25-mRNA-1","FBgn0200825","FBgn0035383","GJ13603",NA,32,9357800,5278700,7793100,1572400,3832300,943930000,947050000,872020000,897640000,786970000,3050500,3115800,5908700,4443100,1123600,960780000,1133700000,783500000,736570000,923590000
"maker-scaffold83-size136938-augustus-gene-1.15-mRNA-1","FBgn0197794","FBgn0010803","GJ10514",NA,6,6886900,0,7238500,9644200,0,4527800,3672100,0,7017100,5462600,15873000,8806500,15237000,11200000,11083000,8049100,5125600,6942600,7385300,7098400
"maker-scaffold83-size136938-snap-gene-1.24-mRNA-1","FBgn0197922","FBgn0037671","GJ10644",NA,7,35349000,39024000,38668000,34687000,39989000,9346800,9458700,12702000,11442000,6845200,32588000,26433000,30679000,35070000,35856000,23570000,24515000,18171000,19566000,17573000
"maker-scaffold841-size118965-snap-gene-1.10-mRNA-1","FBgn0197600","FBgn0267408","GJ10314",NA,9,23985000,18889000,20615000,19966000,21286000,0,0,12730000,0,7978700,23328000,27353000,18403000,27316000,22234000,7519800,4367700,0,0,0
"maker-scaffold844-size65986-augustus-gene-0.9-mRNA-1","FBgn0205972","FBgn0030799","GJ18824",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723580
"maker-scaffold845-size43869-snap-gene-0.12-mRNA-1","FBgn0209043","FBgn0032213","GJ21928","Sfp",6,0,0,0,0,0,20584000,20142000,48604000,48056000,19691000,0,0,0,0,0,65324000,54981000,63604000,58433000,54238000
"maker-scaffold846-size49300-augustus-gene-0.7-mRNA-1","FBgn0201059","FBgn0039909","GJ13840",NA,12,23261000,32961000,24738000,26719000,0,21098000,32705000,12838000,20233000,13620000,16352000,18844000,33389000,21220000,21618000,15548000,14360000,18518000,16756000,11812000
"maker-scaffold848-size25573-snap-gene-0.21-mRNA-1","FBgn0204164","FBgn0286222","GJ16987",NA,11,47824000,44975000,36465000,35811000,37348000,67972000,74780000,73145000,77651000,47914000,36600000,44923000,38884000,33962000,33554000,52589000,80249000,69280000,63944000,85540000
"maker-scaffold84-size126804-augustus-gene-1.18-mRNA-1","FBgn0211178","FBgn0037664","GJ24093","Sfp",8,44255000,49310000,37489000,29338000,49804000,0,0,0,0,0,52455000,62680000,51682000,42744000,65846000,0,0,0,0,0
"maker-scaffold84-size126804-augustus-gene-1.21-mRNA-1","FBgn0211182","FBgn0039698","GJ24097",NA,3,0,0,0,8283100,0,8264400,9222200,12622000,12902000,13415000,0,0,0,0,0,10853000,11626000,12294000,13097000,12997000
"maker-scaffold852-size125918-augustus-gene-0.13-mRNA-1","FBgn0199249","FBgn0031741","GJ11997","Sec",31,1748700000,1566600000,2.441e+09,2415200000,3025200000,939100,0,0,0,0,2410700000,2528500000,2378200000,2416700000,3303100000,21630000,21930000,0,0,3139000
"maker-scaffold855-size58795-snap-gene-0.34-mRNA-1","FBgn0206411","FBgn0030105","GJ19267","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415200
"maker-scaffold856-size44017-snap-gene-0.19-mRNA-1","FBgn0198557","FBgn0036147","GJ11296",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,4528000,0,0,0,0,0,0,0
"maker-scaffold857-size113765-augustus-gene-1.3-mRNA-1","FBgn0210958","FBgn0053970","GJ23863",NA,6,0,0,0,0,0,23081000,25779000,18838000,16991000,19668000,0,0,0,0,0,14874000,13098000,15988000,16240000,9330500
"maker-scaffold85-size102739-augustus-gene-0.41-mRNA-1","FBgn0211306","FBgn0039875","GJ24224","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213100
"maker-scaffold85-size102739-augustus-gene-0.46-mRNA-1","FBgn0198612","FBgn0286213","GJ11353",NA,4,83801000,73944000,70330000,46191000,51819000,44458000,88292000,52926000,43263000,21867000,123020000,124960000,28855000,32022000,58898000,34773000,58405000,20049000,22764000,25268000
"maker-scaffold85-size102739-augustus-gene-0.47-mRNA-1","FBgn0198613","FBgn0036515","GJ11354",NA,3,0,0,0,0,0,4123300,0,0,0,0,6673600,0,0,0,0,0,0,0,0,0
"maker-scaffold85-size102739-snap-gene-0.58-mRNA-1","FBgn0198610","FBgn0036334","GJ11351",NA,5,54530000,59765000,44657000,49533000,42531000,44708000,42486000,45202000,47454000,38229000,54268000,51627000,45281000,54229000,39860000,43482000,46851000,39479000,37979000,32303000
"maker-scaffold85-size102739-snap-gene-0.63-mRNA-1","FBgn0210107","FBgn0039877","GJ23005",NA,7,54322000,35992000,0,60067000,0,44365000,46580000,44126000,40704000,40680000,67316000,0,0,0,0,60635000,52086000,64840000,68018000,41377000
"maker-scaffold85-size102739-snap-gene-0.64-mRNA-1","FBgn0210106","FBgn0040528","GJ23004",NA,6,7456300,8408700,11785000,12872000,17045000,0,0,0,0,0,23594000,22503000,21448000,21603000,27961000,0,0,0,0,0
"maker-scaffold85-size102739-snap-gene-0.65-mRNA-1","FBgn0201189","FBgn0036337","GJ13971",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277000
"maker-scaffold8627-size10475-snap-gene-0.4-mRNA-1",NA,NA,NA,NA,5,164460000,153250000,148280000,140970000,110970000,138020000,134190000,103390000,111530000,78688000,168130000,153170000,204580000,186380000,121690000,124580000,115380000,104420000,98961000,67841000
"maker-scaffold864-size87323-augustus-gene-0.18-mRNA-1","FBgn0201027","FBgn0036299","GJ13808",NA,5,0,0,0,0,0,0,0,0,0,0,9767500,7634000,14288000,10138000,7856600,0,0,0,0,0
"maker-scaffold865-size106591-augustus-gene-0.40-mRNA-1","FBgn0199422","FBgn0035995","GJ12170",NA,6,4684000,0,0,0,0,10067000,10912000,10588000,13204000,9707400,0,0,5785600,6460200,9526800,8426200,7580200,7821700,6895600,8486600
"maker-scaffold865-size106591-snap-gene-0.49-mRNA-1","FBgn0199415","FBgn0063485","GJ12163",NA,3,0,0,0,0,0,0,0,0,4216600,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold866-size34123-snap-gene-0.5-mRNA-1","FBgn0204694","FBgn0032216","GJ17524",NA,11,26641000,20684000,22571000,22849000,31448000,37010000,30013000,34014000,32675000,48090000,18817000,24942000,24959000,25697000,24671000,29158000,31863000,33389000,37912000,47953000
"maker-scaffold867-size57532-augustus-gene-0.14-mRNA-1","FBgn0205085","FBgn0028479","GJ17917",NA,35,108430000,1.14e+08,119970000,123800000,123880000,376860000,360570000,392420000,380280000,332110000,115450000,132100000,128070000,127130000,102820000,402900000,429810000,431500000,461370000,423930000
"maker-scaffold868-size82865-augustus-gene-0.13-mRNA-1","FBgn0201386","FBgn0263289","GJ14169",NA,4,4931200000,4.796e+09,3459200000,1.438e+10,3325700000,388390000,381790000,0,0,321830000,5075400000,2145700000,583710000,2408400000,587360000,403200000,1446400000,1639100000,0,0
"maker-scaffold869-size86550-augustus-gene-0.27-mRNA-1","FBgn0198697","FBgn0053056","GJ11439",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327300
"maker-scaffold8716-size1338-snap-gene-0.3-mRNA-1","FBgn0202765","FBgn0028686","GJ15572",NA,11,32543000,30397000,35141000,28937000,26699000,30729000,30914000,47027000,41519000,40127000,22040000,27696000,29573000,29595000,30266000,36615000,44594000,40228000,35288000,22811000
"maker-scaffold87-size92257-augustus-gene-0.37-mRNA-1","FBgn0200545","FBgn0036106","GJ13320","Sec",2,0,0,0,0,0,0,0,10577000,12001000,9471500,0,0,0,0,0,0,18055000,18362000,18184000,0
"maker-scaffold880-size29716-augustus-gene-0.1-mRNA-1","FBgn0209017","FBgn0011726","GJ21900",NA,8,229440000,188800000,242380000,212610000,221370000,349390000,355200000,468940000,366480000,369410000,196350000,206370000,230880000,222050000,209910000,385630000,331840000,344020000,351100000,437710000
"maker-scaffold880-size29716-snap-gene-0.4-mRNA-1",NA,NA,NA,NA,2,0,0,0,0,0,8844300,5508400,5583200,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold882-size31515-augustus-gene-0.9-mRNA-1","FBgn0204993","FBgn0031703","GJ17825","Sec",11,6437700,0,0,3898700,0,58942000,36590000,83543000,50129000,54215000,0,0,0,4788000,5595500,75559000,90745000,164300000,184220000,163020000
"maker-scaffold883-size39796-augustus-gene-0.17-mRNA-1","FBgn0204621","FBgn0000579","GJ17449",NA,24,326570000,405480000,324830000,300820000,247390000,1289800000,1392600000,1495100000,1436100000,1477400000,282220000,272130000,242400000,230080000,212020000,1268900000,1409100000,1.281e+09,1312300000,1567900000
"maker-scaffold885-size65980-augustus-gene-0.27-mRNA-1","FBgn0205145","FBgn0041789","GJ17978",NA,7,11752000,23366000,19755000,15410000,0,39536000,49997000,34790000,34231000,30687000,18159000,15665000,14102000,9836300,0,24066000,31936000,30164000,27686000,33936000
"maker-scaffold885-size65980-snap-gene-0.34-mRNA-1","FBgn0017793","FBgn0003308","GJ10353",NA,2,0,0,0,0,0,0,0,0,0,2656000,0,0,0,0,0,0,0,2518700,2475900,2618000
"maker-scaffold885-size65980-snap-gene-0.38-mRNA-1","FBgn0205146","FBgn0032775","GJ17979",NA,5,0,0,0,0,0,0,0,0,0,5568400,0,0,0,0,0,0,0,0,9515300,0
"maker-scaffold889-size108107-snap-gene-0.47-mRNA-1","FBgn0200715","FBgn0283478","GJ13491",NA,3,0,0,0,0,0,0,0,0,5792800,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold88-size177456-augustus-gene-1.22-mRNA-1","FBgn0199066","FBgn0032068","GJ11812","Sec",19,72467000,63874000,78223000,72346000,92021000,0,0,0,0,0,73240000,73005000,77883000,76381000,82675000,0,0,0,0,0
"maker-scaffold88-size177456-snap-gene-1.39-mRNA-1","FBgn0200775","FBgn0036211","GJ13551",NA,8,0,8435700,0,0,0,50343000,50384000,25847000,48355000,41019000,7462200,7906700,11773000,12089000,0,43352000,43587000,31015000,31153000,24861000
"maker-scaffold893-size51824-augustus-gene-0.26-mRNA-1","FBgn0205951","FBgn0030109","GJ18803","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7138900,0,0,0,0,0
"maker-scaffold893-size51824-snap-gene-0.36-mRNA-1","FBgn0206503","FBgn0030749","GJ19360",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746300
"maker-scaffold901-size90930-augustus-gene-0.13-mRNA-1","FBgn0013912","FBgn0010217","GJ13622",NA,30,1480100000,1720200000,1553700000,1483300000,1.344e+09,2553300000,2581600000,1609400000,1629800000,1.421e+09,1433900000,1513100000,1.403e+09,1.425e+09,1255300000,1624700000,1739800000,1473800000,1462900000,1000600000
"maker-scaffold901-size90930-snap-gene-0.25-mRNA-1","FBgn0207603","FBgn0264607","GJ20463",NA,2,0,0,0,0,4798200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold909-size44985-augustus-gene-0.20-mRNA-1","FBgn0209509","FBgn0010078","GJ22396",NA,5,123380000,119270000,108130000,122390000,117540000,47342000,49070000,64657000,59266000,66744000,105460000,114810000,134640000,128850000,112860000,58419000,61972000,63953000,77974000,48066000
"maker-scaffold90-size195182-augustus-gene-0.32-mRNA-1","FBgn0199372","FBgn0035165","GJ12120",NA,6,15054000,18404000,16131000,14176000,17441000,54541000,50889000,44398000,41601000,51660000,24193000,18479000,26994000,25407000,19097000,66574000,64423000,59885000,63785000,37523000
"maker-scaffold90-size195182-augustus-gene-0.38-mRNA-1","FBgn0200451","FBgn0035529","GJ13225",NA,3,0,0,0,7643900,0,8170100,0,0,0,7481300,5001200,0,0,4748200,0,8564000,9394200,7958300,8978300,9724800
"maker-scaffold90-size195182-augustus-gene-1.29-mRNA-1","FBgn0199378","FBgn0019644","GJ12126",NA,7,37934000,26864000,43777000,32674000,42411000,56254000,57948000,49812000,43135000,40991000,31019000,33025000,25408000,30431000,34669000,38692000,48051000,49623000,40843000,33845000
"maker-scaffold914-size110935-augustus-gene-0.9-mRNA-1","FBgn0204906",NA,"GJ17737","Sec",2,83184000,166250000,0,0,0,0,0,0,0,0,64557000,67409000,0,0,0,0,0,0,0,0
"maker-scaffold91-size116373-augustus-gene-0.16-mRNA-1","FBgn0198998","FBgn0035495","GJ11744","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132700000
"maker-scaffold923-size81153-snap-gene-0.19-mRNA-1",NA,NA,NA,NA,2,0,0,0,0,0,14510000,17460000,11626000,9208600,16190000,0,0,0,0,0,12029000,14794000,11919000,13111000,6511800
"maker-scaffold925-size34187-augustus-gene-0.9-mRNA-1","FBgn0198083","FBgn0038088","GJ10812",NA,4,0,0,0,0,0,4968900,6106000,7220400,11248000,8975600,0,0,0,0,0,4524800,8216600,6659400,7363900,8027000
"maker-scaffold926-size20416-augustus-gene-0.8-mRNA-1","FBgn0210643","FBgn0026479","GJ23546",NA,3,0,0,2720000,2605800,0,0,0,0,0,3614600,0,0,0,0,0,3375600,0,0,0,5142200
"maker-scaffold931-size46429-augustus-gene-0.15-mRNA-1","FBgn0200062","FBgn0035501","GJ12827",NA,7,0,0,0,0,0,13381000,13394000,18877000,17903000,14613000,0,0,0,0,0,25592000,29410000,34185000,36564000,34965000
"maker-scaffold934-size37703-augustus-gene-0.13-mRNA-1","FBgn0211413","FBgn0034800","GJ24333",NA,4,26061000,22584000,21473000,23579000,20638000,31569000,31623000,23487000,25060000,35546000,24521000,23370000,21713000,13290000,16185000,28486000,36280000,28841000,27411000,18835000
"maker-scaffold934-size37703-augustus-gene-0.15-mRNA-1","FBgn0211419","FBgn0039252","GJ24339",NA,3,0,0,0,0,0,0,0,0,0,3314300,0,0,0,0,0,0,0,0,0,0
"maker-scaffold936-size23282-augustus-gene-0.7-mRNA-1","FBgn0203686","FBgn0029833","GJ16502",NA,3,7432700,0,6854200,7619600,11053000,5096900,0,6538800,0,8736800,5341400,9886800,7873600,7721100,10459000,6083600,8697800,0,0,8559500
"maker-scaffold938-size38273-snap-gene-0.23-mRNA-1","FBgn0204902","FBgn0019982","GJ17733",NA,7,29232000,0,42773000,38830000,33994000,35804000,41530000,41406000,48317000,53339000,18965000,0,26580000,28183000,27208000,29198000,29275000,32564000,32975000,38514000
"maker-scaffold938-size38273-snap-gene-0.24-mRNA-1","FBgn0204901","FBgn0285948","GJ17732",NA,2,22333000,17835000,20924000,23255000,20686000,10077000,0,9492900,6644100,12792000,22188000,15800000,31351000,33766000,20339000,15753000,13364000,17203000,22322000,9380200
"maker-scaffold93-size95087-augustus-gene-0.24-mRNA-1","FBgn0200277","FBgn0036258","GJ13043",NA,13,27941000,30713000,33383000,34288000,44444000,20078000,20110000,22657000,25879000,26244000,38526000,26910000,37682000,40569000,35051000,22580000,19643000,28602000,26909000,26922000
"maker-scaffold93-size95087-snap-gene-0.37-mRNA-1","FBgn0200282","FBgn0035909","GJ13048","Sec",17,220720000,227490000,173930000,182530000,199860000,81916000,82217000,61313000,62091000,62961000,168260000,179910000,182290000,185930000,193640000,89598000,85944000,75981000,75063000,55449000
"maker-scaffold940-size62467-snap-gene-0.34-mRNA-1",NA,NA,NA,NA,2,5159000,4668500,4913800,4860500,4808200,4691700,5314600,6483300,6970700,7886200,5842700,5131700,0,0,5375400,8042600,8367400,6855900,8252200,9072900
"maker-scaffold946-size117884-augustus-gene-0.34-mRNA-1","FBgn0205421","FBgn0032514","GJ18260","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540800,0,0
"maker-scaffold946-size117884-augustus-gene-0.41-mRNA-1","FBgn0205141","FBgn0025724","GJ17974",NA,29,162840000,226820000,199390000,206370000,196590000,88426000,80803000,93889000,91155000,93287000,171120000,158480000,2.07e+08,178730000,203510000,93211000,102110000,111340000,112360000,92866000
"maker-scaffold946-size117884-augustus-gene-0.42-mRNA-1","FBgn0205136","FBgn0032509","GJ17969",NA,13,37691000,33240000,31997000,31083000,37475000,58408000,63576000,63630000,62544000,57434000,37201000,45564000,27248000,32831000,32768000,52607000,54063000,46474000,52269000,57906000
"maker-scaffold947-size99615-augustus-gene-0.31-mRNA-1","FBgn0209164","FBgn0011211","GJ22050",NA,20,777520000,715010000,685510000,661600000,609670000,1207300000,1207600000,730050000,741260000,691160000,759980000,675820000,695670000,713500000,551680000,805180000,778170000,672650000,671820000,484100000
"maker-scaffold947-size99615-snap-gene-0.34-mRNA-1","FBgn0209174","FBgn0034392","GJ22060","Sec",1,0,0,0,0,2419900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold94-size166406-augustus-gene-0.40-mRNA-1","FBgn0205184","FBgn0028515","GJ18019",NA,16,27425000,31215000,30989000,25212000,40306000,55998000,68149000,75819000,83828000,72819000,15010000,18108000,17941000,22725000,19675000,49342000,46280000,53611000,50372000,57674000
"maker-scaffold94-size166406-augustus-gene-1.19-mRNA-1","FBgn0205389","FBgn0003231","GJ18227",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885400,2333400,0,0,0
"maker-scaffold94-size166406-augustus-gene-1.20-mRNA-1","FBgn0205391","FBgn0041180","GJ18229","Sfp",38,3617100,2572000,0,3880600,2388300,35920000,60742000,32504000,29627000,24402000,2869600,1670900,8843300,9961500,18608000,116330000,124780000,71789000,70225000,363850000
"maker-scaffold94-size166406-augustus-gene-1.21-mRNA-1","FBgn0207612","FBgn0260934","GJ20472",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204800
"maker-scaffold94-size166406-augustus-gene-1.25-mRNA-1","FBgn0207618","FBgn0027580","GJ20478",NA,13,5626300,6352500,2693300,7661300,1897700,76524000,81235000,58935000,67981000,105040000,8662800,10841000,9233000,5572300,4813800,100020000,80766000,99410000,106650000,111450000
"maker-scaffold94-size166406-snap-gene-1.39-mRNA-1","FBgn0208982","FBgn0034451","GJ21864",NA,5,0,0,6212400,4914400,0,4432000,7104300,7634400,9634900,7222500,5017100,0,4828800,6625100,0,4894200,4403400,7434900,6688100,7800500
"maker-scaffold94-size166406-snap-gene-1.40-mRNA-1","FBgn0208981","FBgn0027091","GJ21863",NA,10,15912000,12514000,19464000,17183000,19963000,3957600,4684000,4863200,5808400,6317500,19928000,10263000,18154000,20507000,12561000,6325100,0,4420500,4080400,5113300
"maker-scaffold94-size166406-snap-gene-1.41-mRNA-1","FBgn0208976","FBgn0001124","GJ21858",NA,14,71915000,62140000,64920000,61299000,66510000,169720000,176310000,213980000,218640000,208270000,75184000,72829000,74948000,67417000,65088000,163200000,150450000,132360000,146390000,188780000
"maker-scaffold950-size22523-snap-gene-0.5-mRNA-1","FBgn0206631","FBgn0000319","GJ19488",NA,42,95585000,83657000,81811000,89178000,79846000,108080000,103840000,122320000,120610000,119030000,81740000,81532000,100360000,103620000,84922000,116080000,117890000,147300000,134300000,89222000
"maker-scaffold95-size69896-augustus-gene-0.35-mRNA-1","FBgn0207508","FBgn0022029","GJ20368",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,3892100,0,0,0,0,0,0,0
"maker-scaffold965-size57720-augustus-gene-0.25-mRNA-1","FBgn0209088","FBgn0082585","GJ21974",NA,5,6401000,4890000,8351900,6471200,6881500,18960000,18656000,24760000,23253000,32476000,7428000,4633000,10673000,9167200,8069100,27168000,25062000,19741000,23705000,25141000
